URL	Tracking URL	Title	Description	Keywords
http://australia.creditcards.com/credit-card-news/mastercard-information-1276.php	http://australia.creditcards.com/credit-card-news/mastercard-information-1276.php?a_aid=1017&a_cid=1204	MasterCard: Learn the various roles of this market giant	Learn more about Master Card and its role in the credit card industry.	MasterCard, credit card, debit card, Maestro, Cirrus
http://australia.creditcards.com/credit-card-news/history-jpmorgan-chase-bank.php	http://australia.creditcards.com/credit-card-news/history-jpmorgan-chase-bank.php?a_aid=1017&a_cid=1204	Credit card giant has grown through acquisitions	Chase has become one of the top U.S. credit card issuers through a series of mergers and acquisitions.	Chase, credit card, Chase Manhattan, J.P. Morgan, JPMorgan Chase, Providian, Bank One
http://australia.creditcards.com/credit-card-news/credit-card-reward-points-for-holiday-gifts-1277.php	http://australia.creditcards.com/credit-card-news/credit-card-reward-points-for-holiday-gifts-1277.php?a_aid=1017&a_cid=1204	Reward credit card points can become great holiday gifts	Reward credit card points can be redeemed for gift certificates or checks that can be used to buy Christmas gifts this holiday season.	reward, credit, card, airline, miles, Discover Card, cashback, cash, back, gift, flier, flyer
http://australia.creditcards.com/credit-card-news/mastercard-sponsors-World-Cup-1264.php	http://australia.creditcards.com/credit-card-news/mastercard-sponsors-World-Cup-1264.php?a_aid=1017&a_cid=1204	MasterCard blocks Visa's World Cup sponsorship	Judge rules that MasterCard wins their eight year bid  over Visa to sponsor soccer tournament.	MasterCard, Visa, World Cup, FIFA, credit card, Priceless, credit cards, debit cards
http://australia.creditcards.com/credit-card-news/credit-card-frequent-flier-value-decreases-1263.php	http://australia.creditcards.com/credit-card-news/credit-card-frequent-flier-value-decreases-1263.php?a_aid=1017&a_cid=1204	Survey: Frequent flier programs in need of retooling	Despite a decrease in flight values, mileage credit card rewards require same number of points.	airline credit card frequent flier miles credit cards flyer
http://australia.creditcards.com/credit-card-news/credit-cards-older-americans-1267.php	http://australia.creditcards.com/credit-card-news/credit-cards-older-americans-1267.php?a_aid=1017&a_cid=1204	Older Americans' credit card debt rising	Bankruptcy filings up among older credit card users, but experts offer quick ways to rein in debt	credit cards, older Americans, retirees, bankruptcy, debt
http://australia.creditcards.com/credit-card-news/credit-cards-small-businesses-help-entrepreneurs-1269.php	http://australia.creditcards.com/credit-card-news/credit-cards-small-businesses-help-entrepreneurs-1269.php?a_aid=1017&a_cid=1204	Credit cards can provide funding to entrepreneurs	Credit cards for small businesses help provide funding for entrepreneurs.	credit cards, credit card, business credit cards, business credit card, credit lines, 0% interest
http://australia.creditcards.com/credit-card-news/college-student-credit-cards-impact-education-1279.php	http://australia.creditcards.com/credit-card-news/college-student-credit-cards-impact-education-1279.php?a_aid=1017&a_cid=1204	Credit card debt a big concern on college campuses	Studies show college student credit cards affect not only their finances, but their education as well.	credit card, credit cards, credit card debt, student credit cards, student credit card
http://australia.creditcards.com/credit-card-news/credit-card-offers-online-not-in-mail.php	http://australia.creditcards.com/credit-card-news/credit-card-offers-online-not-in-mail.php?a_aid=1017&a_cid=1204	Credit card offers less likely to come through the mail	Most credit card offers get discarded. Find out why direct mail might soon diminish.	credit card, credit cards, offers, offer, online
http://australia.creditcards.com/credit-card-news/credit-card-personal-debt-statistics-0607-1276.php	http://australia.creditcards.com/credit-card-news/credit-card-personal-debt-statistics-0607-1276.php?a_aid=1017&a_cid=1204	Credit card  industry facts (2006-2007)  	Listing of facts and statistics related to the credit card industry and personal debt.	credit card, credit cards, credit card debt, personal debt, consumer debt, American Express, Bank of America, Chase, Citi, Visa, MasterCard
http://australia.creditcards.com/credit-card-news/corporate-credit-card-personal-credit-score-impact-1270.php	http://australia.creditcards.com/credit-card-news/corporate-credit-card-personal-credit-score-impact-1270.php?a_aid=1017&a_cid=1204	Corporate credit cards also impact credit scores	Do you have a corporate credit card in your name? If not handled right -- by you or your company -- it can affect your credit score.	corporate credit cards, corporate credit card, credit cards, credit card
http://australia.creditcards.com/credit-card-news/merchants-encourage-debit-PIN-usage-1275.php	http://australia.creditcards.com/credit-card-news/merchants-encourage-debit-PIN-usage-1275.php?a_aid=1017&a_cid=1204	Merchants encourage use of PINs for debit card payments	Merchants encourage PIN numbers in debit card transactions due to lower fees. Read more at CreditCards.com	PIN, debit card, debit cards, credit cards,  
http://australia.creditcards.com/credit-card-news/debit-card-monopoly-game-1271.php	http://australia.creditcards.com/credit-card-news/debit-card-monopoly-game-1271.php?a_aid=1017&a_cid=1204	Debit card swipes part of updated UK Monopoly board game	The new British version of the classic board game Monopoly, known as Monopoly Here & Now, replaces the game's toy money with a mock Visa-imprinted debit card.	Visa, debit card, debitcard, Monopoly, Monopoly Here & Now
http://australia.creditcards.com/credit-card-news/airline-credit-cards-maximizing-rewards-1263.php	http://australia.creditcards.com/credit-card-news/airline-credit-cards-maximizing-rewards-1263.php?a_aid=1017&a_cid=1204	Tips for using airline frequent flier credit cards	Get tips on using airline credit cards to maximize your rewards.	airline credit cards, airline credit card, frequent flier programs, credit card, credit cards, frequent flier program
http://australia.creditcards.com/credit-card-news/credit-card-tips-from-Transunion-1268.php	http://australia.creditcards.com/credit-card-news/credit-card-tips-from-Transunion-1268.php?a_aid=1017&a_cid=1204	Credit card advice from TransUnion	A credit reporting agency shows how credit card applications can negatively affect your credit score.	TransUnion, Experian, Equifax, credit reporting, credit history, credit cards, credit card
http://australia.creditcards.com/credit-card-news/boston-meters-stop-taking-credit-cards-1279.php	http://australia.creditcards.com/credit-card-news/boston-meters-stop-taking-credit-cards-1279.php?a_aid=1017&a_cid=1204	Boston meters stop taking credit cards	Boston discontinued credit card and debit card payments at its new parking meters, after city officials learned that their minimum purchase requirement of $2 with plastic violated Visa and MasterCard rules.	Boston, credit card, debit card, Visa, MasterCard, credit cards, debit cards, parking meters
http://australia.creditcards.com/credit-card-news/savvy-holiday-shopping-1264.php	http://australia.creditcards.com/credit-card-news/savvy-holiday-shopping-1264.php?a_aid=1017&a_cid=1204	Be credit card savvy when shopping for the holidays	Knowing a few things beforehand can make holiday shopping with a credit card a much better experience.	credit card, credit cards, holiday shopping, low interest credit card
http://australia.creditcards.com/credit-card-news/using-business-credit-cards-1269.php	http://australia.creditcards.com/credit-card-news/using-business-credit-cards-1269.php?a_aid=1017&a_cid=1204	Using business credit cards wisely requires balance	Striking a balance in the use of small business credit cards is important, experts say.	business credit cards, business credit card, credit card, credit cards, small business, Discover Card, Discover Business Card
http://australia.creditcards.com/credit-card-news/national-consumer-law-center-credit-card-1276.php	http://australia.creditcards.com/credit-card-news/national-consumer-law-center-credit-card-1276.php?a_aid=1017&a_cid=1204	Report advises credit card industry changes	A National Consumer Law Center report contends the credit card industry pushes consumers to borrow beyond their means, and recommends new regulations.	credit card, credit cards, terms, fees, interest rates, charges, debt, National Consumer Law Center 
http://australia.creditcards.com/credit-card-news/pay-online-new-password-technology-1273.php	http://australia.creditcards.com/credit-card-news/pay-online-new-password-technology-1273.php?a_aid=1017&a_cid=1204	Company introduces technology for a one-time password in your credit card	Generate a one-time password with your credit card, adding extra security whenever you pay online.	credit card, credit cards, Innovative Card Technologies, InCard, online transactions, online transactions, security, password
http://australia.creditcards.com/credit-card-news/card-issuers-pay-336-million-conversion-fees-1282.php	http://australia.creditcards.com/credit-card-news/card-issuers-pay-336-million-conversion-fees-1282.php?a_aid=1017&a_cid=1204	$336 million refund for  foreign transaction fee payers	Credit cardholders could get back the additional 2 percent in foreign transaction fees after major U.S. credit card issuers agreed to pay $336 million in claims for charging undisclosed currency conversion fees to Americans who used their credit cards an	credit card, credit cards, currency conversion fees, foreign transaction fees
http://australia.creditcards.com/credit-card-news/debit-card-pin-vs-signature-1271.php	http://australia.creditcards.com/credit-card-news/debit-card-pin-vs-signature-1271.php?a_aid=1017&a_cid=1204	Debit card payments: PIN or signature?	Three reasons to choose the signature (credit) option over punching in a PIN when using a debit card.	debit, card, PIN, signature
http://australia.creditcards.com/credit-card-news/credit-card-debts-bought-sold-1265.php	http://australia.creditcards.com/credit-card-news/credit-card-debts-bought-sold-1265.php?a_aid=1017&a_cid=1204	How credit card debts are bought and sold	How credit card debts are purchased by debt collectors, often resulting in problems for consumers and the debt collectors themselves.	credit card debt, debt, credit card, collector, collectors
http://australia.creditcards.com/credit-card-news/credit-and-card-usage-impact-on-house-purchase-1268.php	http://australia.creditcards.com/credit-card-news/credit-and-card-usage-impact-on-house-purchase-1268.php?a_aid=1017&a_cid=1204	Credit cards and home purchases	Learn how to use credit cards in your favor in preparation for buying a home.	credit cards, credit card, home buyers, home buyer, house, home, mortgage
http://australia.creditcards.com/credit-card-news/contactless-credit-card-changes-spending-habits-1273.php	http://australia.creditcards.com/credit-card-news/contactless-credit-card-changes-spending-habits-1273.php?a_aid=1017&a_cid=1204	Issuers look to future with contactless credit cards	The contactless credit card is one way your shopping experience will change in the future.	credit card, credit cards, contactless, blink, Bank of America, Chase, micropayments
http://australia.creditcards.com/credit-card-news/top-credit-card-companies-grow-2006-1282.php	http://australia.creditcards.com/credit-card-news/top-credit-card-companies-grow-2006-1282.php?a_aid=1017&a_cid=1204	Credit card debt surges in June	A rise in consumer debt has led to top credit card companies posting high second-quarter earnings (2006).	credit card debt, revolving debt, credit card, credit cards, American Express, Bank of America, Chase, Citi
http://australia.creditcards.com/credit-card-news/improving-credit-scores-steps-to-take-1265.php	http://australia.creditcards.com/credit-card-news/improving-credit-scores-steps-to-take-1265.php?a_aid=1017&a_cid=1204	4 ways to improve your credit score (without going crazy)	Perfect credit scores are not necessary to get lenders' best rates.	credit, credit card, credit score, FICO, Experian, credit cards, credit history, improving credit scores
http://australia.creditcards.com/credit-card-news/visa-security-keeps-cardholders-safe-1282.php	http://australia.creditcards.com/credit-card-news/visa-security-keeps-cardholders-safe-1282.php?a_aid=1017&a_cid=1204	Visa security keeps cardholders safe	Want a secure credit card? Find out how Visa Security keeps you safe.	Visa credit card, credit card, identity theft
http://australia.creditcards.com/credit-card-news/identity-protection-tips-gleaned-from-paris-hilton.php	http://australia.creditcards.com/credit-card-news/identity-protection-tips-gleaned-from-paris-hilton.php?a_aid=1017&a_cid=1204	Credit card loss problems plague Paris Hilton	Paris Hilton is known to leave her credit cards behind in stores, but there are steps she (and other consumers) can take to avoid becoming the victim of unauthorized credit card charges.	Paris Hilton, Paris, Hilton, simple life, credit card, credit cards
http://australia.creditcards.com/credit-card-news/credit-card-appearance-1268.php	http://australia.creditcards.com/credit-card-news/credit-card-appearance-1268.php?a_aid=1017&a_cid=1204	What are those numbers on my credit card?	American Express, MasterCard, Visa and Discover all have 16 numbers -- but all those numbers have different meanings.	credit card, credit cards, credit card number, American Express, Visa, MasterCard, Discover
http://australia.creditcards.com/credit-card-news/balance-transfers-impacted-by-high-interest-rates-1266.php	http://australia.creditcards.com/credit-card-news/balance-transfers-impacted-by-high-interest-rates-1266.php?a_aid=1017&a_cid=1204	Credit card balance transfers impacted by interest rates	As interest rates climb, consumers have been using balance transfers to save money.	credit card balance transfer, balance transfer, credit card, credit cards, low APR credit card, low APR credit cards, interest rates
http://australia.creditcards.com/credit-card-news/no-more-credit-card-offers-in-the-mail-1268.php	http://australia.creditcards.com/credit-card-news/no-more-credit-card-offers-in-the-mail-1268.php?a_aid=1017&a_cid=1204	How to reduce credit card offers in the mail	Federal law allows consumers to opt out of credit card offers.	credit card, opt out of credit card offers
http://australia.creditcards.com/credit-card-news/credit-card-technology-allows-true-window-shopping.php	http://australia.creditcards.com/credit-card-news/credit-card-technology-allows-true-window-shopping.php?a_aid=1017&a_cid=1204	Credit card needed for literal window shopping	Credit card users visiting the Polo Ralph Lauren store on Madison Avenue in Manhattan can make purchases from outside using an interactive holographic screen on the window.	credit card, Polo, Ralph Lauren, Madison Avenue, U.S. Open
http://australia.creditcards.com/credit-card-news/student-credit-cards-help-pay-college-tuition-1264.php	http://australia.creditcards.com/credit-card-news/student-credit-cards-help-pay-college-tuition-1264.php?a_aid=1017&a_cid=1204	Colleges re-examine credit card tuition payments	Hit with massive credit card processing fees, some colleges and universities are re-examining the acceptance of credit cards for tuition payments.	credit cards, credit card, credit card tuition payments
http://australia.creditcards.com/credit-card-news/card-payment-blocking-by-merchants-1267.php	http://australia.creditcards.com/credit-card-news/card-payment-blocking-by-merchants-1267.php?a_aid=1017&a_cid=1204	Credit card and debit card blocking	Card payment denied? Learn how some business use blocking to ensure they are paid.	credit card, debit card, blocking, block, blocked, hold, line of credit
http://australia.creditcards.com/credit-card-news/card-issuers-encourage-debit-card-signature-transactions-1268.php	http://australia.creditcards.com/credit-card-news/card-issuers-encourage-debit-card-signature-transactions-1268.php?a_aid=1017&a_cid=1204	Card issuers encourage debit card signature transactions	Why and how banks encourage consumers to sign for debit card transactions instead of using their PIN.	debit cards, debit card, debit, PIN, credit card
http://australia.creditcards.com/credit-card-news/check-credit-report-fix-errors-1270.php	http://australia.creditcards.com/credit-card-news/check-credit-report-fix-errors-1270.php?a_aid=1017&a_cid=1204	Prevent credit card denials with a background check 	Consumers can avoid potential problems with credit card issuers by running a background check on themselves and then correcting any erroneous personal information listed in public records.	credit card, credit history, credit report
http://australia.creditcards.com/credit-card-news/credit-card-comparison-fine-print-1282.php	http://australia.creditcards.com/credit-card-news/credit-card-comparison-fine-print-1282.php?a_aid=1017&a_cid=1204	Credit card fine print: How to read it	With some work, you can understand and compare the fine print of credit card offers.	fine print, comparison, compare, credit card, annual fee, APR, balance transfers, balance transfer
http://australia.creditcards.com/credit-card-news/visa-sales-end-weak-1281.php	http://australia.creditcards.com/credit-card-news/visa-sales-end-weak-1281.php?a_aid=1017&a_cid=1204	Visa reports weak end to 2006 holiday sales	Visa said that sales for holiday 2006 appear to have fallen short of its earlier outlook.	Visa, credit card, credit cards
http://australia.creditcards.com/credit-card-news/credit-card-safety-measures-1268.php	http://australia.creditcards.com/credit-card-news/credit-card-safety-measures-1268.php?a_aid=1017&a_cid=1204	Practice credit card receipt safety	Laws attempt to keep credit card and debit card receipts safe from criminals looking to use account information, but consumers must also keep an eye on their card receipts.	credit card, debit card, expiration date, credit cards
http://australia.creditcards.com/credit-card-news/credit-card-debt-warning-signs-1267.php	http://australia.creditcards.com/credit-card-news/credit-card-debt-warning-signs-1267.php?a_aid=1017&a_cid=1204	How to know credit card debt warning signs	Find out if you're in danger of bad credit card debt.  Read the signs at CreditCards.com.	credit card debt, credit card, credit cards
http://australia.creditcards.com/credit-card-news/credit-cards-faqs-applying-online-1268.php	http://australia.creditcards.com/credit-card-news/credit-cards-faqs-applying-online-1268.php?a_aid=1017&a_cid=1204	FAQs about applying for credit cards online with CreditCards.com	If you're wondering whether it's safe or smart to apply for a credit card here at CreditCards.com, it's both. Here are answers to frequently asked questions	credit cards, credit cards online, credit card, credit card offer, credit card applications, online, faq
http://australia.creditcards.com/credit-card-news/american-express-details-and-information-1268.php	http://australia.creditcards.com/credit-card-news/american-express-details-and-information-1268.php?a_aid=1017&a_cid=1204	American Express: Find a credit card that fits	Is the American Express credit card right for your financial needs? View details on this card program.	American Express, credit card, credit cards, Delta Skymiles American Express Card, cash back, charge card
http://australia.creditcards.com/credit-card-news/instant-credit-card-approval-not-so-instant-1283.php	http://australia.creditcards.com/credit-card-news/instant-credit-card-approval-not-so-instant-1283.php?a_aid=1017&a_cid=1204	Instant credit card approval: What it really means	Does instant credit card approval mean you can use your card right away? Not necessarily.	Instant approval credit card, instant credit card, credit, credit score
http://australia.creditcards.com/credit-card-news/instant-credit-card-approval-FAQs-1283.php	http://australia.creditcards.com/credit-card-news/instant-credit-card-approval-FAQs-1283.php?a_aid=1017&a_cid=1204	FAQs about instant approval credit cards	Learn more about getting instant credit card approval and what it entails.	instant approval, credit cards, credit card, instant approval credit cards
http://australia.creditcards.com/credit-card-news/credit-card-tips-for-good-credit-1267.php	http://australia.creditcards.com/credit-card-news/credit-card-tips-for-good-credit-1267.php?a_aid=1017&a_cid=1204	Staying out of trouble with credit cards 	Learn credit card tips on payments and account management that will help keep your debt under control.	credit cards, credit card, credit card trouble
http://australia.creditcards.com/credit-card-news/comparing-credit-cards-guide-1267.php	http://australia.creditcards.com/credit-card-news/comparing-credit-cards-guide-1267.php?a_aid=1017&a_cid=1204	Deciding which credit card is right for you	Learn the four most important factors to consider when comparing credit cards.	credit card, credit cards, credit card reward programs, low interest rate, Visa, MasterCard, Discover, Amex, American Express
http://australia.creditcards.com/credit-card-news/credit-card-tips-and-advice-1267.php	http://australia.creditcards.com/credit-card-news/credit-card-tips-and-advice-1267.php?a_aid=1017&a_cid=1204	Tips for credit card usage	Spend smarter. Get credit card tips and advice to help you become credit card savvy.	credit cards, credit card, credit card tips
http://australia.creditcards.com/credit-card-news/find-credit-cards-with-our-tips-1268.php	http://australia.creditcards.com/credit-card-news/find-credit-cards-with-our-tips-1268.php?a_aid=1017&a_cid=1204	Choosing the right credit card	There is a perfect credit card program out there for you. Which one is right for you will depend on several factors. Learn what they are.	credit card, credit cards, Bank America, Citi, American Express, Discover Card, transfer balances
http://australia.creditcards.com/credit-card-news/compare-credit-cards-guide-1267.php	http://australia.creditcards.com/credit-card-news/compare-credit-cards-guide-1267.php?a_aid=1017&a_cid=1204	8 ways to compare credit cards	Compare credit cards with ease and use the information to get the best deal. 	compare credit cards, credit card, credit cards, low interest credit card, frequent flier programs, cash back credit cards
http://australia.creditcards.com/credit-card-news/credit-cards-101-help-1268.php	http://australia.creditcards.com/credit-card-news/credit-cards-101-help-1268.php?a_aid=1017&a_cid=1204	Credit cards 101: What are credit cards?	Basic lessons about credit cards. If not used carefully, you may end up owing more than you can repay, damaging your credit rating and creating credit problems for yourself that can be difficult to fix.	credit cards, credit rating, credit history, credit report, establish credit, prepaid credit cards, debit cards, student credit cards, best credit card deal
http://australia.creditcards.com/credit-card-news/credit-card-issuers-foreign-transaction-fees-1268.php	http://australia.creditcards.com/credit-card-news/credit-card-issuers-foreign-transaction-fees-1268.php?a_aid=1017&a_cid=1204	Foreign transaction fees for credit cards:who's affected?	Most cards charge a fee for overseas purchases, but some do not.	credit cards, credit card, Visa, MasterCard, foreign transaction fees, Visa, MasterCard, American Express, prepaid debit cards
http://australia.creditcards.com/credit-card-news/american-express-history-1264.php	http://australia.creditcards.com/credit-card-news/american-express-history-1264.php?a_aid=1017&a_cid=1204	The history of American Express	The history of how American Express rose to prominence as a credit card issuer.	American express, credit card, gold card, platinum card, history
http://australia.creditcards.com/credit-card-news/line-of-credit-versus-cash-1271.php	http://australia.creditcards.com/credit-card-news/line-of-credit-versus-cash-1271.php?a_aid=1017&a_cid=1204	Pros and cons of going cashless with a credit card	There are pros and cons to using a line of credit over cash for daily purchases.	Cashless, credit cards, debit cards, credit card, prepaid debit cards, Visa, MasterCard, Discover Card, American Express
http://australia.creditcards.com/credit-card-news/check-card-benefits-over-traditional-checks-1273.php	http://australia.creditcards.com/credit-card-news/check-card-benefits-over-traditional-checks-1273.php?a_aid=1017&a_cid=1204	Check card popularity: Benefits of the card	Payment by credit card or debit card offers convenience and security to consumers, and the assurance of payment to merchants.	credit card, debit card, credit cards, debit cards, cash, check, checks, checkbook
http://australia.creditcards.com/credit-card-news/credit-card-specials-what-to-look-for-1274.php	http://australia.creditcards.com/credit-card-news/credit-card-specials-what-to-look-for-1274.php?a_aid=1017&a_cid=1204	What to look for in credit card specials 	When looking for credit card special promotions, weigh carefully which will work best for you. 	credit card, credit card specials, low introductory APR, credit card offers, no annual fee, credit cards, credit card debt, airline rewards credit card, cash back
http://australia.creditcards.com/credit-card-news/compare-visa-credit-card-to-others-1267.php	http://australia.creditcards.com/credit-card-news/compare-visa-credit-card-to-others-1267.php?a_aid=1017&a_cid=1204	Compare Visa credit card to other major cards	Does life really take Visa? Compare the Visa credit card to other cards to see.	Life takes Visa, credit card, Visa, MasterCard, American Express, Discover Card, 0% APR, 5% cash back rewards
http://australia.creditcards.com/credit-card-news/green-credit-card-apply-online-1267.php	http://australia.creditcards.com/credit-card-news/green-credit-card-apply-online-1267.php?a_aid=1017&a_cid=1204	Save a tree, apply online	Online green credit card applications allow consumers to submit personal information in a secure, environmentally friendly setting.	credit card, credit cards, credit card solicitations, credit card offer, Do Not Solicit, Do Not Solicit List
http://australia.creditcards.com/credit-card-news/credit-card-facts-test-your-iq-1268.php	http://australia.creditcards.com/credit-card-news/credit-card-facts-test-your-iq-1268.php?a_aid=1017&a_cid=1204	Credit card facts: Test your credit IQ	Find out which credit card facts you should know about your credit accounts.	credit card, credit cards, credit card rewards, bad credit card, credit card deals
